Meeting ID,Host,Feature,Event Type,Event time,View Count,Regeneration Count
M05004885,user7788@globalenterprise.com,Summary,Generated,2024-05-02 01:31:00,3,3
M05004886,user269@globalenterprise.com,Summary,Generated,2024-05-25 00:42:00,3,3
M05004889,user6849@globalenterprise.com,Summary,Generated,2024-05-06 00:34:00,2,3
M05004890,user1733@globalenterprise.com,Summary,Generated,2024-05-23 00:52:00,4,1
M05004891,user1479@globalenterprise.com,Summary,Generated,2024-05-10 01:23:00,3,1
M05004892,user2942@globalenterprise.com,Summary,Generated,2024-05-03 01:40:00,4,3
M05004893,user3880@globalenterprise.com,Summary,Generated,2024-05-12 00:19:00,4,2
M05004894,user2969@globalenterprise.com,Summary,Generated,2024-05-06 01:50:00,2,1
M05004895,user549@globalenterprise.com,Summary,Generated,2024-05-16 01:04:00,4,1
M05004896,user1300@globalenterprise.com,Summary,Generated,2024-05-12 01:59:00,2,2
M05004897,user5461@globalenterprise.com,Summary,Generated,2024-05-25 01:31:00,3,2
M05004898,user698@globalenterprise.com,Summary,Generated,2024-05-04 00:23:00,5,1
M05004899,user6533@globalenterprise.com,Summary,Generated,2024-05-10 01:32:00,4,1
M05004900,user6833@globalenterprise.com,Summary,Generated,2024-05-07 00:15:00,4,3
M05004901,user3988@globalenterprise.com,Summary,Generated,2024-05-28 00:23:00,5,2
M05004902,user7526@globalenterprise.com,Summary,Generated,2024-05-07 01:23:00,2,1
M05004904,user5331@globalenterprise.com,Summary,Generated,2024-05-13 00:45:00,3,2
M05004905,user5865@globalenterprise.com,Summary,Generated,2024-05-21 01:36:00,2,3
M05004906,user3544@globalenterprise.com,Summary,Generated,2024-05-15 01:46:00,2,1
M05004907,user4789@globalenterprise.com,Summary,Generated,2024-05-14 01:09:00,3,2
M05004908,user844@globalenterprise.com,Summary,Generated,2024-05-18 00:48:00,4,3
M05004909,user6220@globalenterprise.com,Summary,Generated,2024-05-22 00:18:00,3,1
M05004910,user1253@globalenterprise.com,Summary,Generated,2024-05-12 00:52:00,3,3
M05004912,user5765@globalenterprise.com,Summary,Generated,2024-05-04 01:21:00,4,2
M05004913,user218@globalenterprise.com,Summary,Generated,2024-05-14 01:51:00,2,1
M05004914,user7665@globalenterprise.com,Summary,Generated,2024-05-20 01:25:00,4,2
M05004915,user3059@globalenterprise.com,Summary,Generated,2024-05-29 01:02:00,5,1
M05004916,user6135@globalenterprise.com,Summary,Generated,2024-05-03 01:13:00,3,2
M05004918,user3665@globalenterprise.com,Summary,Generated,2024-05-19 01:13:00,2,3
M05004919,user2274@globalenterprise.com,Summary,Generated,2024-05-12 00:30:00,3,3
M05004920,user625@globalenterprise.com,Summary,Generated,2024-05-19 01:11:00,3,2
M05004921,user6433@globalenterprise.com,Summary,Generated,2024-05-11 01:06:00,5,1
M05004923,user7538@globalenterprise.com,Summary,Generated,2024-05-29 01:16:00,2,3
M05004924,user1945@globalenterprise.com,Summary,Generated,2024-05-15 00:43:00,4,2
M05004926,user7615@globalenterprise.com,Summary,Generated,2024-05-29 01:19:00,2,3
M05004927,user7536@globalenterprise.com,Summary,Generated,2024-05-06 00:21:00,2,3
M05004928,user7132@globalenterprise.com,Summary,Generated,2024-05-08 01:02:00,2,3
M05004930,user5516@globalenterprise.com,Summary,Generated,2024-05-13 01:19:00,3,1
M05004932,user4672@globalenterprise.com,Summary,Generated,2024-05-26 01:53:00,3,1
M05004933,user7556@globalenterprise.com,Summary,Generated,2024-05-28 01:22:00,2,2
M05004934,user290@globalenterprise.com,Summary,Generated,2024-05-13 00:47:00,3,2
M05004935,user3515@globalenterprise.com,Summary,Generated,2024-05-29 01:33:00,5,1
M05004936,user3519@globalenterprise.com,Summary,Generated,2024-05-07 00:54:00,3,2
M05004940,user6640@globalenterprise.com,Summary,Generated,2024-05-13 01:30:00,4,2
M05004941,user7255@globalenterprise.com,Summary,Generated,2024-05-04 00:56:00,5,1
M05004942,user6864@globalenterprise.com,Summary,Generated,2024-05-05 00:59:00,3,1
M05004943,user861@globalenterprise.com,Summary,Generated,2024-05-20 01:22:00,4,2
M05004944,user5420@globalenterprise.com,Summary,Generated,2024-05-21 01:05:00,2,2
M05004945,user1592@globalenterprise.com,Summary,Generated,2024-05-13 01:26:00,3,3
M05004946,user2050@globalenterprise.com,Summary,Generated,2024-05-02 01:59:00,2,3
M05004947,user5355@globalenterprise.com,Summary,Generated,2024-05-21 00:54:00,3,3
M05004948,user5435@globalenterprise.com,Summary,Generated,2024-05-03 01:18:00,3,2
M05004949,user3369@globalenterprise.com,Summary,Generated,2024-05-16 01:14:00,3,2
M05004951,user4514@globalenterprise.com,Summary,Generated,2024-05-02 01:32:00,5,3
M05004952,user6914@globalenterprise.com,Summary,Generated,2024-05-02 00:59:00,2,2
M05004953,user2298@globalenterprise.com,Summary,Generated,2024-05-13 00:34:00,3,2
M05004954,user4372@globalenterprise.com,Summary,Generated,2024-05-27 00:24:00,3,2
M05004955,user4145@globalenterprise.com,Summary,Generated,2024-05-10 01:21:00,4,3
M05004956,user4403@globalenterprise.com,Summary,Generated,2024-05-17 00:55:00,3,2
M05004958,user4041@globalenterprise.com,Summary,Generated,2024-05-13 00:20:00,2,3
M05004959,user332@globalenterprise.com,Summary,Generated,2024-05-04 01:57:00,3,3
M05004960,user3280@globalenterprise.com,Summary,Generated,2024-05-17 01:36:00,2,3
M05004961,user5443@globalenterprise.com,Summary,Generated,2024-05-17 00:55:00,4,3
M05004963,user1068@globalenterprise.com,Summary,Generated,2024-05-25 01:07:00,5,3
M05004965,user1421@globalenterprise.com,Summary,Generated,2024-05-09 01:02:00,3,1
M05004966,user64@globalenterprise.com,Summary,Generated,2024-05-05 01:16:00,2,1
M05004967,user890@globalenterprise.com,Summary,Generated,2024-05-09 00:20:00,2,1
M05004969,user4382@globalenterprise.com,Summary,Generated,2024-05-16 00:15:00,4,3
M05004970,user2001@globalenterprise.com,Summary,Generated,2024-05-14 01:54:00,2,3
M05004971,user3184@globalenterprise.com,Summary,Generated,2024-05-09 01:13:00,3,2
M05004972,user6737@globalenterprise.com,Summary,Generated,2024-05-19 01:19:00,5,1
M05004973,user2470@globalenterprise.com,Summary,Generated,2024-05-23 00:58:00,4,3
M05004974,user7225@globalenterprise.com,Summary,Generated,2024-05-20 01:59:00,4,3
M05004975,user2685@globalenterprise.com,Summary,Generated,2024-05-13 01:03:00,2,3
M05004979,user7764@globalenterprise.com,Summary,Generated,2024-05-17 01:24:00,4,2
M05004980,user5376@globalenterprise.com,Summary,Generated,2024-05-20 00:59:00,3,2
M05004982,user3891@globalenterprise.com,Summary,Generated,2024-05-14 00:26:00,2,3
M05004983,user1014@globalenterprise.com,Summary,Generated,2024-05-26 01:23:00,5,2
M05004986,user6918@globalenterprise.com,Summary,Generated,2024-05-06 01:14:00,2,1
M05004991,user2902@globalenterprise.com,Summary,Generated,2024-05-06 01:56:00,2,1
M05004992,user6028@globalenterprise.com,Summary,Generated,2024-05-11 01:49:00,2,3
M05004993,user5911@globalenterprise.com,Summary,Generated,2024-05-16 00:42:00,5,3
M05004994,user5486@globalenterprise.com,Summary,Generated,2024-05-16 00:25:00,4,3
M05004996,user3268@globalenterprise.com,Summary,Generated,2024-05-03 01:14:00,4,3
M05004997,user7799@globalenterprise.com,Summary,Generated,2024-05-06 00:26:00,3,2
M05004998,user1749@globalenterprise.com,Summary,Generated,2024-05-24 00:59:00,2,1
M05004999,user6621@globalenterprise.com,Summary,Generated,2024-05-29 00:50:00,5,1
M05005001,user4591@globalenterprise.com,Summary,Generated,2024-05-05 00:42:00,2,1
M05005003,user6563@globalenterprise.com,Summary,Generated,2024-05-11 00:34:00,3,3
M05005004,user4969@globalenterprise.com,Summary,Generated,2024-05-09 00:39:00,5,1
M05005006,user6261@globalenterprise.com,Summary,Generated,2024-05-06 01:39:00,3,3
M05005007,user6715@globalenterprise.com,Summary,Generated,2024-05-25 00:46:00,4,3
M05005008,user3556@globalenterprise.com,Summary,Generated,2024-05-22 01:10:00,3,3
M05005009,user2563@globalenterprise.com,Summary,Generated,2024-05-09 01:59:00,2,2
M05005010,user218@globalenterprise.com,Summary,Generated,2024-05-13 01:51:00,3,2
M05005011,user6640@globalenterprise.com,Summary,Generated,2024-05-19 01:45:00,3,2
M05005013,user595@globalenterprise.com,Summary,Generated,2024-05-08 01:42:00,4,2
M05005014,user2116@globalenterprise.com,Summary,Generated,2024-05-26 01:44:00,5,2
M05005015,user1281@globalenterprise.com,Summary,Generated,2024-05-08 00:47:00,2,3
M05005018,user1594@globalenterprise.com,Summary,Generated,2024-05-27 00:30:00,3,1
M05005019,user5758@globalenterprise.com,Summary,Generated,2024-05-08 00:51:00,5,2
M05005021,user256@globalenterprise.com,Summary,Generated,2024-05-02 01:33:00,4,3
M05005022,user7646@globalenterprise.com,Summary,Generated,2024-05-11 01:27:00,3,2
M05005023,user6288@globalenterprise.com,Summary,Generated,2024-05-09 01:21:00,2,3
M05005024,user5977@globalenterprise.com,Summary,Generated,2024-05-29 01:56:00,4,3
M05005025,user3079@globalenterprise.com,Summary,Generated,2024-05-18 01:53:00,4,2
M05005026,user6222@globalenterprise.com,Summary,Generated,2024-05-18 01:38:00,2,3
M05005027,user2606@globalenterprise.com,Summary,Generated,2024-05-05 01:40:00,4,3
M05005029,user1085@globalenterprise.com,Summary,Generated,2024-05-06 00:46:00,5,2
M05005030,user7587@globalenterprise.com,Summary,Generated,2024-05-21 01:26:00,2,1
M05005033,user4297@globalenterprise.com,Summary,Generated,2024-05-24 01:20:00,2,2
M05005035,user6940@globalenterprise.com,Summary,Generated,2024-05-21 00:22:00,3,1
M05005037,user5639@globalenterprise.com,Summary,Generated,2024-05-27 01:25:00,2,1
M05005041,user3929@globalenterprise.com,Summary,Generated,2024-05-26 00:31:00,4,3
M05005042,user6044@globalenterprise.com,Summary,Generated,2024-05-02 00:29:00,5,2
M05005043,user24@globalenterprise.com,Summary,Generated,2024-05-24 01:10:00,3,2
M05005044,user4263@globalenterprise.com,Summary,Generated,2024-05-07 00:46:00,4,1
M05005046,user18@globalenterprise.com,Summary,Generated,2024-05-09 01:32:00,2,3
M05005047,user1698@globalenterprise.com,Summary,Generated,2024-05-19 00:49:00,4,2
M05005048,user7126@globalenterprise.com,Summary,Generated,2024-05-05 00:46:00,4,2
M05005049,user1102@globalenterprise.com,Summary,Generated,2024-05-10 00:28:00,4,3
M05005050,user3648@globalenterprise.com,Summary,Generated,2024-05-29 01:09:00,3,3
M05005051,user6121@globalenterprise.com,Summary,Generated,2024-05-14 00:20:00,5,2
M05005052,user7345@globalenterprise.com,Summary,Generated,2024-05-16 01:54:00,2,2
M05005053,user1569@globalenterprise.com,Summary,Generated,2024-05-09 01:17:00,4,3
M05005054,user3024@globalenterprise.com,Summary,Generated,2024-05-14 00:48:00,3,1
M05005056,user4681@globalenterprise.com,Summary,Generated,2024-05-25 00:21:00,5,2
M05005058,user5211@globalenterprise.com,Summary,Generated,2024-05-07 00:19:00,4,1
M05005059,user6814@globalenterprise.com,Summary,Generated,2024-05-12 01:08:00,3,2
M05005061,user2032@globalenterprise.com,Summary,Generated,2024-05-12 01:50:00,5,3
M05005063,user3680@globalenterprise.com,Summary,Generated,2024-05-07 01:11:00,3,1
M05005064,user7324@globalenterprise.com,Summary,Generated,2024-05-16 00:58:00,2,3
M05005065,user4284@globalenterprise.com,Summary,Generated,2024-05-29 01:36:00,5,2
M05005066,user3942@globalenterprise.com,Summary,Generated,2024-05-19 01:05:00,4,1
M05005068,user4854@globalenterprise.com,Summary,Generated,2024-05-19 01:22:00,5,2
M05005070,user5129@globalenterprise.com,Summary,Generated,2024-05-03 00:57:00,4,3
M05005071,user640@globalenterprise.com,Summary,Generated,2024-05-05 01:29:00,3,2
M05005072,user5519@globalenterprise.com,Summary,Generated,2024-05-11 00:20:00,5,3
M05005073,user7179@globalenterprise.com,Summary,Generated,2024-05-08 01:36:00,3,2
M05005074,user151@globalenterprise.com,Summary,Generated,2024-05-03 00:24:00,2,1
M05005075,user3422@globalenterprise.com,Summary,Generated,2024-05-04 01:08:00,5,1
M05005076,user716@globalenterprise.com,Summary,Generated,2024-05-04 00:39:00,2,1
M05005078,user4124@globalenterprise.com,Summary,Generated,2024-05-23 00:59:00,2,1
M05005079,user3447@globalenterprise.com,Summary,Generated,2024-05-29 01:57:00,5,1
M05005081,user7734@globalenterprise.com,Summary,Generated,2024-05-10 01:28:00,3,3
M05005082,user5629@globalenterprise.com,Summary,Generated,2024-05-24 00:47:00,3,2
M05005083,user4981@globalenterprise.com,Summary,Generated,2024-05-09 00:56:00,5,1
M05005084,user6626@globalenterprise.com,Summary,Generated,2024-05-13 01:48:00,2,2
M05005085,user3734@globalenterprise.com,Summary,Generated,2024-05-20 01:01:00,3,2
M05005086,user7518@globalenterprise.com,Summary,Generated,2024-05-26 00:39:00,2,3
M05005087,user260@globalenterprise.com,Summary,Generated,2024-05-27 00:51:00,2,1
M05005088,user5379@globalenterprise.com,Summary,Generated,2024-05-26 01:17:00,3,2
M05005089,user38@globalenterprise.com,Summary,Generated,2024-05-28 00:25:00,5,2
M05005090,user6229@globalenterprise.com,Summary,Generated,2024-05-07 01:38:00,3,1
M05005091,user344@globalenterprise.com,Summary,Generated,2024-05-07 00:47:00,2,3
M05005093,user3571@globalenterprise.com,Summary,Generated,2024-05-27 00:23:00,4,3
M05005094,user6155@globalenterprise.com,Summary,Generated,2024-05-27 01:42:00,3,1
M05005095,user6247@globalenterprise.com,Summary,Generated,2024-05-20 01:49:00,5,2
M05005096,user107@globalenterprise.com,Summary,Generated,2024-05-02 01:52:00,2,1
M05005097,user2714@globalenterprise.com,Summary,Generated,2024-05-10 01:04:00,5,1
M05005098,user6336@globalenterprise.com,Summary,Generated,2024-05-23 01:50:00,4,1
M05005100,user5671@globalenterprise.com,Summary,Generated,2024-05-26 01:56:00,5,3
M05005101,user2206@globalenterprise.com,Summary,Generated,2024-05-24 01:20:00,2,2
M05005104,user3405@globalenterprise.com,Summary,Generated,2024-05-25 01:43:00,2,2
M05005105,user6811@globalenterprise.com,Summary,Generated,2024-05-18 01:55:00,2,2
M05005106,user5805@globalenterprise.com,Summary,Generated,2024-05-12 01:59:00,4,3
M05005108,user8@globalenterprise.com,Summary,Generated,2024-05-23 00:52:00,4,3
M05005110,user326@globalenterprise.com,Summary,Generated,2024-05-18 01:12:00,4,1
M05005112,user6155@globalenterprise.com,Summary,Generated,2024-05-05 00:58:00,3,3
M05005114,user7357@globalenterprise.com,Summary,Generated,2024-05-22 00:25:00,3,1
M05005115,user1083@globalenterprise.com,Summary,Generated,2024-05-10 00:57:00,4,3
M05005116,user7216@globalenterprise.com,Summary,Generated,2024-05-24 01:07:00,4,1
M05005117,user7170@globalenterprise.com,Summary,Generated,2024-05-20 01:37:00,2,3
M05005118,user2983@globalenterprise.com,Summary,Generated,2024-05-16 00:42:00,4,2
M05005123,user569@globalenterprise.com,Summary,Generated,2024-05-22 00:20:00,5,3
M05005128,user3318@globalenterprise.com,Summary,Generated,2024-05-29 00:25:00,3,3
M05005129,user4296@globalenterprise.com,Summary,Generated,2024-05-18 00:45:00,3,3
M05005131,user6655@globalenterprise.com,Summary,Generated,2024-05-05 00:23:00,4,2
M05005132,user6930@globalenterprise.com,Summary,Generated,2024-05-12 00:21:00,5,2
M05005134,user5070@globalenterprise.com,Summary,Generated,2024-05-02 01:38:00,4,3
M05005135,user4528@globalenterprise.com,Summary,Generated,2024-05-20 02:00:00,3,2
M05005136,user5501@globalenterprise.com,Summary,Generated,2024-05-12 00:45:00,3,1
M05005137,user3256@globalenterprise.com,Summary,Generated,2024-05-25 01:59:00,4,3
M05005138,user5453@globalenterprise.com,Summary,Generated,2024-05-08 01:14:00,2,3
M05005139,user1440@globalenterprise.com,Summary,Generated,2024-05-14 00:35:00,2,1
M05005141,user3871@globalenterprise.com,Summary,Generated,2024-05-18 00:38:00,2,3
M05005142,user791@globalenterprise.com,Summary,Generated,2024-05-16 00:25:00,2,1
M05005143,user5918@globalenterprise.com,Summary,Generated,2024-05-11 00:48:00,2,1
M05005144,user4617@globalenterprise.com,Summary,Generated,2024-05-28 01:26:00,3,2
M05005145,user6272@globalenterprise.com,Summary,Generated,2024-05-09 01:20:00,4,1
M05005147,user3852@globalenterprise.com,Summary,Generated,2024-05-16 01:04:00,2,1
M05005148,user2808@globalenterprise.com,Summary,Generated,2024-05-20 00:19:00,2,1
M05005149,user3384@globalenterprise.com,Summary,Generated,2024-05-18 01:50:00,4,1
M05005150,user3018@globalenterprise.com,Summary,Generated,2024-05-21 01:48:00,3,3
M05005151,user7753@globalenterprise.com,Summary,Generated,2024-05-24 01:33:00,2,1
M05005152,user2493@globalenterprise.com,Summary,Generated,2024-05-26 01:18:00,3,2
M05005153,user1044@globalenterprise.com,Summary,Generated,2024-05-26 00:16:00,4,3
M05005155,user6423@globalenterprise.com,Summary,Generated,2024-05-18 00:28:00,4,3
M05005156,user7146@globalenterprise.com,Summary,Generated,2024-05-27 00:25:00,5,1
M05005158,user886@globalenterprise.com,Summary,Generated,2024-05-11 00:49:00,4,1
M05005159,user371@globalenterprise.com,Summary,Generated,2024-05-21 01:01:00,5,2
M05005161,user7159@globalenterprise.com,Summary,Generated,2024-05-05 00:20:00,3,3
M05005162,user3344@globalenterprise.com,Summary,Generated,2024-05-13 00:29:00,4,3
M05005164,user6085@globalenterprise.com,Summary,Generated,2024-05-22 00:58:00,3,2
M05005165,user6283@globalenterprise.com,Summary,Generated,2024-05-25 01:46:00,2,2
M05005166,user4860@globalenterprise.com,Summary,Generated,2024-05-03 00:28:00,2,3
M05005167,user248@globalenterprise.com,Summary,Generated,2024-05-18 02:00:00,3,2
M05005168,user7775@globalenterprise.com,Summary,Generated,2024-05-08 01:25:00,4,2
M05005171,user4358@globalenterprise.com,Summary,Generated,2024-05-09 00:18:00,3,1
M05005174,user5485@globalenterprise.com,Summary,Generated,2024-05-22 01:41:00,5,2
M05005176,user3409@globalenterprise.com,Summary,Generated,2024-05-13 00:20:00,5,2
M05005177,user5900@globalenterprise.com,Summary,Generated,2024-05-09 00:26:00,4,1
M05005179,user4564@globalenterprise.com,Summary,Generated,2024-05-14 01:07:00,4,1
M05005180,user136@globalenterprise.com,Summary,Generated,2024-05-17 01:17:00,5,2
M05005181,user1009@globalenterprise.com,Summary,Generated,2024-05-07 00:23:00,3,2
M05005185,user7232@globalenterprise.com,Summary,Generated,2024-05-19 01:58:00,3,2
M05005186,user4297@globalenterprise.com,Summary,Generated,2024-05-02 01:58:00,2,2
M05005188,user5863@globalenterprise.com,Summary,Generated,2024-05-02 00:44:00,4,2
M05005189,user6947@globalenterprise.com,Summary,Generated,2024-05-05 00:19:00,5,1
M05005190,user5206@globalenterprise.com,Summary,Generated,2024-05-17 00:54:00,3,1
M05005191,user200@globalenterprise.com,Summary,Generated,2024-05-08 00:38:00,4,3
M05005192,user5111@globalenterprise.com,Summary,Generated,2024-05-09 00:48:00,5,3
M05005193,user7747@globalenterprise.com,Summary,Generated,2024-05-07 00:15:00,2,1
M05005194,user5339@globalenterprise.com,Summary,Generated,2024-05-03 00:34:00,4,1
M05005195,user6469@globalenterprise.com,Summary,Generated,2024-05-04 00:56:00,2,3
M05005197,user2439@globalenterprise.com,Summary,Generated,2024-05-08 01:13:00,2,2
M05005200,user613@globalenterprise.com,Summary,Generated,2024-05-14 00:49:00,4,3
M05005202,user7683@globalenterprise.com,Summary,Generated,2024-05-06 01:31:00,4,3
M05005203,user5038@globalenterprise.com,Summary,Generated,2024-05-10 01:16:00,2,3
M05005204,user599@globalenterprise.com,Summary,Generated,2024-05-07 01:35:00,3,2
M05005205,user3592@globalenterprise.com,Summary,Generated,2024-05-11 00:40:00,3,2
M05005206,user5189@globalenterprise.com,Summary,Generated,2024-05-07 00:42:00,5,1
M05005209,user803@globalenterprise.com,Summary,Generated,2024-05-03 01:40:00,5,3
M05005211,user4860@globalenterprise.com,Summary,Generated,2024-05-15 01:45:00,3,3
M05005212,user6961@globalenterprise.com,Summary,Generated,2024-05-05 00:48:00,5,3
M05005213,user658@globalenterprise.com,Summary,Generated,2024-05-29 01:59:00,2,1
M05005214,user6736@globalenterprise.com,Summary,Generated,2024-05-03 01:22:00,2,1
M05005215,user6347@globalenterprise.com,Summary,Generated,2024-05-11 00:33:00,2,2
M05005216,user6003@globalenterprise.com,Summary,Generated,2024-05-25 01:26:00,4,3
M05005217,user408@globalenterprise.com,Summary,Generated,2024-05-09 00:28:00,3,3
M05005220,user4393@globalenterprise.com,Summary,Generated,2024-05-27 00:34:00,2,1
M05005221,user5657@globalenterprise.com,Summary,Generated,2024-05-03 01:08:00,2,1
M05005223,user3149@globalenterprise.com,Summary,Generated,2024-05-08 00:49:00,5,1
M05005224,user5914@globalenterprise.com,Summary,Generated,2024-05-09 01:22:00,5,2
M05005225,user5351@globalenterprise.com,Summary,Generated,2024-05-27 00:55:00,2,3
M05005226,user4209@globalenterprise.com,Summary,Generated,2024-05-25 01:36:00,4,2
M05005227,user2056@globalenterprise.com,Summary,Generated,2024-05-27 00:28:00,5,3
M05005229,user3113@globalenterprise.com,Summary,Generated,2024-05-25 00:24:00,4,2
M05005230,user6837@globalenterprise.com,Summary,Generated,2024-05-02 01:13:00,3,2
M05005233,user5488@globalenterprise.com,Summary,Generated,2024-05-18 00:26:00,4,2
M05005236,user1882@globalenterprise.com,Summary,Generated,2024-05-02 00:15:00,3,2
M05005237,user1510@globalenterprise.com,Summary,Generated,2024-05-21 01:29:00,5,1
M05005239,user3300@globalenterprise.com,Summary,Generated,2024-05-25 01:25:00,4,3
M05005240,user2882@globalenterprise.com,Summary,Generated,2024-05-17 01:08:00,4,1
M05005241,user7456@globalenterprise.com,Summary,Generated,2024-05-18 00:51:00,2,1
M05005243,user6730@globalenterprise.com,Summary,Generated,2024-05-12 01:20:00,3,1
M05005245,user4062@globalenterprise.com,Summary,Generated,2024-05-15 00:23:00,3,3
M05005246,user5684@globalenterprise.com,Summary,Generated,2024-05-11 01:37:00,2,3
M05005248,user6930@globalenterprise.com,Summary,Generated,2024-05-14 00:52:00,4,2
M05005249,user1146@globalenterprise.com,Summary,Generated,2024-05-25 00:45:00,3,1
M05005250,user4503@globalenterprise.com,Summary,Generated,2024-05-27 01:07:00,2,1
M05005253,user2721@globalenterprise.com,Summary,Generated,2024-05-14 00:47:00,3,3
M05005254,user7130@globalenterprise.com,Summary,Generated,2024-05-03 01:54:00,4,1
M05005255,user4074@globalenterprise.com,Summary,Generated,2024-05-29 01:28:00,3,2
M05005256,user263@globalenterprise.com,Summary,Generated,2024-05-13 01:45:00,3,3
M05005258,user438@globalenterprise.com,Summary,Generated,2024-05-06 00:49:00,3,3
M05005260,user911@globalenterprise.com,Summary,Generated,2024-05-11 01:22:00,2,3
M05005261,user5003@globalenterprise.com,Summary,Generated,2024-05-03 01:28:00,2,1
M05005263,user5336@globalenterprise.com,Summary,Generated,2024-05-22 01:17:00,5,1
M05005264,user6406@globalenterprise.com,Summary,Generated,2024-05-04 00:43:00,5,2
M05005267,user6971@globalenterprise.com,Summary,Generated,2024-05-20 00:20:00,5,3
M05005268,user1673@globalenterprise.com,Summary,Generated,2024-05-11 01:23:00,5,1
M05005269,user39@globalenterprise.com,Summary,Generated,2024-05-25 00:17:00,5,2
M05005271,user5514@globalenterprise.com,Summary,Generated,2024-05-28 01:31:00,5,3
M05005272,user3276@globalenterprise.com,Summary,Generated,2024-05-19 01:31:00,4,3
M05005274,user2371@globalenterprise.com,Summary,Generated,2024-05-25 01:11:00,5,2
M05005276,user3150@globalenterprise.com,Summary,Generated,2024-05-12 00:45:00,5,3
M05005278,user3790@globalenterprise.com,Summary,Generated,2024-05-20 00:18:00,3,3
M05005280,user7761@globalenterprise.com,Summary,Generated,2024-05-03 01:12:00,2,2
M05005281,user7725@globalenterprise.com,Summary,Generated,2024-05-09 00:31:00,2,2
M05005282,user4088@globalenterprise.com,Summary,Generated,2024-05-15 00:58:00,4,1
M05005283,user3076@globalenterprise.com,Summary,Generated,2024-05-29 01:25:00,2,3
M05005284,user7135@globalenterprise.com,Summary,Generated,2024-05-08 00:48:00,4,1
M05005285,user1703@globalenterprise.com,Summary,Generated,2024-05-23 01:23:00,4,3
M05005286,user6566@globalenterprise.com,Summary,Generated,2024-05-12 01:54:00,4,1
M05005288,user4854@globalenterprise.com,Summary,Generated,2024-05-29 01:28:00,5,1
M05005290,user5605@globalenterprise.com,Summary,Generated,2024-05-18 01:06:00,4,1
M05005291,user1797@globalenterprise.com,Summary,Generated,2024-05-04 01:38:00,5,2
M05005293,user2205@globalenterprise.com,Summary,Generated,2024-05-08 00:29:00,4,1
M05005294,user7356@globalenterprise.com,Summary,Generated,2024-05-12 00:42:00,4,2
M05005295,user6435@globalenterprise.com,Summary,Generated,2024-05-20 01:41:00,4,2
M05005296,user4952@globalenterprise.com,Summary,Generated,2024-05-07 00:31:00,2,2
M05005297,user3418@globalenterprise.com,Summary,Generated,2024-05-17 00:58:00,3,1
M05005299,user2785@globalenterprise.com,Summary,Generated,2024-05-26 00:54:00,2,1
M05005302,user4687@globalenterprise.com,Summary,Generated,2024-05-24 01:51:00,5,3
M05005304,user4943@globalenterprise.com,Summary,Generated,2024-05-21 00:55:00,4,2
M05005306,user1028@globalenterprise.com,Summary,Generated,2024-05-10 00:24:00,4,1
M05005310,user5229@globalenterprise.com,Summary,Generated,2024-05-21 00:38:00,4,1
M05005312,user2709@globalenterprise.com,Summary,Generated,2024-05-25 01:24:00,2,2
M05005313,user1660@globalenterprise.com,Summary,Generated,2024-05-02 01:51:00,2,2
M05005314,user1608@globalenterprise.com,Summary,Generated,2024-05-25 01:44:00,4,1
M05005317,user845@globalenterprise.com,Summary,Generated,2024-05-03 00:39:00,2,1
M05005318,user3549@globalenterprise.com,Summary,Generated,2024-05-03 01:56:00,3,3
M05005319,user2103@globalenterprise.com,Summary,Generated,2024-05-23 01:02:00,5,3
M05005321,user7710@globalenterprise.com,Summary,Generated,2024-05-06 01:41:00,4,3
M05005322,user4442@globalenterprise.com,Summary,Generated,2024-05-18 00:17:00,3,3
M05005324,user2096@globalenterprise.com,Summary,Generated,2024-05-17 00:43:00,4,3
M05005326,user1864@globalenterprise.com,Summary,Generated,2024-05-18 01:44:00,3,3
M05005328,user172@globalenterprise.com,Summary,Generated,2024-05-02 00:37:00,2,1
M05005329,user347@globalenterprise.com,Summary,Generated,2024-05-14 01:03:00,3,3
M05005330,user1751@globalenterprise.com,Summary,Generated,2024-05-20 01:53:00,2,2
M05005332,user7273@globalenterprise.com,Summary,Generated,2024-05-21 01:14:00,5,2
M05005335,user5335@globalenterprise.com,Summary,Generated,2024-05-10 01:22:00,3,2
M05005336,user3234@globalenterprise.com,Summary,Generated,2024-05-02 01:21:00,3,1
M05005337,user1642@globalenterprise.com,Summary,Generated,2024-05-19 00:21:00,2,2
M05005339,user5480@globalenterprise.com,Summary,Generated,2024-05-20 01:39:00,2,1
M05005340,user7380@globalenterprise.com,Summary,Generated,2024-05-16 01:43:00,2,2
M05005341,user2379@globalenterprise.com,Summary,Generated,2024-05-02 01:19:00,3,1
M05005342,user2998@globalenterprise.com,Summary,Generated,2024-05-25 01:35:00,3,3
M05005343,user4497@globalenterprise.com,Summary,Generated,2024-05-11 01:57:00,4,3
M05005346,user7658@globalenterprise.com,Summary,Generated,2024-05-27 00:59:00,3,2
M05005347,user2204@globalenterprise.com,Summary,Generated,2024-05-26 00:22:00,3,3
M05005348,user4567@globalenterprise.com,Summary,Generated,2024-05-18 00:35:00,2,2
M05005349,user7703@globalenterprise.com,Summary,Generated,2024-05-21 01:36:00,5,3
M05005351,user5583@globalenterprise.com,Summary,Generated,2024-05-29 01:47:00,4,1
